,,,,,,,,,,,
,,,,,,,,,,,
"2. Población censada por tramo de edad e índice de envejecimiento, según sexo y comuna.",,,,,,,,,,,
Código región,Región,Código provincia,Provincia,Código comuna,Comuna,Sexo,Población censada,0-14,15-64,65 años o más,Índice de envejecimiento
11,Aysén del General Carlos Ibáñez del Campo,114,General Carrera,11402,Río Ibáñez,Total Comuna,2.723,420,1.794,509,"121,2"
11,Aysén del General Carlos Ibáñez del Campo,114,General Carrera,11402,Río Ibáñez,Hombre,1.410,222,939,249,"112,2"
11,Aysén del General Carlos Ibáñez del Campo,114,General Carrera,11402,Río Ibáñez,Mujer,1.313,198,855,260,"131,3"
12,Magallanes y de la Antártica Chilena,121,Magallanes,12101,Punta Arenas,Total Comuna,132.363,21.733,90.957,19.673,"90,5"
12,Magallanes y de la Antártica Chilena,121,Magallanes,12101,Punta Arenas,Hombre,65.028,10.959,45.213,8.856,"80,8"
12,Magallanes y de la Antártica Chilena,121,Magallanes,12101,Punta Arenas,Mujer,67.335,10.774,45.744,10.817,"100,4"
12,Magallanes y de la Antártica Chilena,121,Magallanes,12102,Laguna Blanca,Total Comuna,269,21,218,30,"142,9"
12,Magallanes y de la Antártica Chilena,121,Magallanes,12102,Laguna Blanca,Hombre,187,10,153,24,"240,0"
12,Magallanes y de la Antártica Chilena,121,Magallanes,12102,Laguna Blanca,Mujer,82,11,65,6,"54,5"
12,Magallanes y de la Antártica Chilena,121,Magallanes,12103,Río Verde,Total Comuna,102,6,79,17,"283,3"
12,Magallanes y de la Antártica Chilena,121,Magallanes,12103,Río Verde,Hombre,72,2,56,14,"700,0"
12,Magallanes y de la Antártica Chilena,121,Magallanes,12103,Río Verde,Mujer,30,4,23,3,"75,0"
12,Magallanes y de la Antártica Chilena,121,Magallanes,12104,San Gregorio,Total Comuna,241,33,171,37,"112,1"
12,Magallanes y de la Antártica Chilena,121,Magallanes,12104,San Gregorio,Hombre,151,22,106,23,"104,5"
12,Magallanes y de la Antártica Chilena,121,Magallanes,12104,San Gregorio,Mujer,90,11,65,14,"127,3"
12,Magallanes y de la Antártica Chilena,122,Antártica Chilena,12201,Cabo de Hornos,Total Comuna,1.750,447,1.207,96,"21,5"
12,Magallanes y de la Antártica Chilena,122,Antártica Chilena,12201,Cabo de Hornos,Hombre,881,223,612,46,"20,6"
12,Magallanes y de la Antártica Chilena,122,Antártica Chilena,12201,Cabo de Hornos,Mujer,869,224,595,50,"22,3"
12,Magallanes y de la Antártica Chilena,122,Antártica Chilena,12202,Antártica,Total Comuna,60,0,60,0,-
12,Magallanes y de la Antártica Chilena,122,Antártica Chilena,12202,Antártica,Hombre,56,0,56,0,-
12,Magallanes y de la Antártica Chilena,122,Antártica Chilena,12202,Antártica,Mujer,4,0,4,0,-
12,Magallanes y de la Antártica Chilena,123,Tierra del Fuego,12301,Porvenir,Total Comuna,6.809,1.301,4.719,789,"60,6"
12,Magallanes y de la Antártica Chilena,123,Tierra del Fuego,12301,Porvenir,Hombre,3.592,676,2.510,406,"60,1"
12,Magallanes y de la Antártica Chilena,123,Tierra del Fuego,12301,Porvenir,Mujer,3.217,625,2.209,383,"61,3"
12,Magallanes y de la Antártica Chilena,123,Tierra del Fuego,12302,Primavera,Total Comuna,431,84,290,57,"67,9"
12,Magallanes y de la Antártica Chilena,123,Tierra del Fuego,12302,Primavera,Hombre,237,43,160,34,"79,1"
12,Magallanes y de la Antártica Chilena,123,Tierra del Fuego,12302,Primavera,Mujer,194,41,130,23,"56,1"
12,Magallanes y de la Antártica Chilena,123,Tierra del Fuego,12303,Timaukel,Total Comuna,157,27,119,11,"40,7"
12,Magallanes y de la Antártica Chilena,123,Tierra del Fuego,12303,Timaukel,Hombre,95,14,72,9,"64,3"
12,Magallanes y de la Antártica Chilena,123,Tierra del Fuego,12303,Timaukel,Mujer,62,13,47,2,"15,4"
12,Magallanes y de la Antártica Chilena,124,Última Esperanza,12401,Natales,Total Comuna,24.152,4.124,16.561,3.467,"84,1"
12,Magallanes y de la Antártica Chilena,124,Última Esperanza,12401,Natales,Hombre,12.064,2.139,8.262,1.663,"77,7"
12,Magallanes y de la Antártica Chilena,124,Última Esperanza,12401,Natales,Mujer,12.088,1.985,8.299,1.804,"90,9"
12,Magallanes y de la Antártica Chilena,124,Última Esperanza,12402,Torres del Paine,Total Comuna,203,23,155,25,"108,7"
12,Magallanes y de la Antártica Chilena,124,Última Esperanza,12402,Torres del Paine,Hombre,118,13,89,16,"123,1"
12,Magallanes y de la Antártica Chilena,124,Última Esperanza,12402,Torres del Paine,Mujer,85,10,66,9,"90,0"
,,,,,,,,,,,
,,,,,,,,,,,
"Fuente: Censo de Población y Vivienda 2024 - Instituto Nacional de Estadísticas.
Nota: La información utilizada fue procesada bajo los principios de protección y privacidad de los datos de la ley 17.374.",,,,,,,,,,,
